OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
8373,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,2350
8374,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Laundry Services,1000
8375,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Jury Duty,2000
8376,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,CTO Used,5000
8377,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Holiday,5000
8378,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Sick Leave,5000
8379,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Vacation,5000
8380,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Out Of Class,15000
8381,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Night Shift,5000
8382,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Overtime,15000
8383,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Regular Hours,544133
8384,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,33736
8385,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,1321
8386,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,9523
8387,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,8381
8388,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software Maintenance,50
8389,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Landscape Maintenance Services,50000
8390,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,5000
8391,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,Other Governmental Funds,Landscaping and Lighting,Expenses,Labor and Supply Offset,Other Cost Reimbursement - DR,462703
8392,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Cost Reimbursement - CR,-462703
8393,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,City Property,Computer Equipment,1248
8394,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Department Labor Reduction,26964
8395,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,7423
8396,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,2250
8397,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,7121
8398,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,7890
8399,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,100
8400,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Services,4500
8401,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,1950
8402,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,75
8403,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,100
8404,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,3580
8405,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,-206225
8406,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,5174
8407,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,1150
8408,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,300
8409,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,2500
8410,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Construction Supplies,1150
8411,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,1500
8412,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,2500
8413,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,1500
8414,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,-116659
8415,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,35
8416,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Books & Periodicals,88
8417,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,5913
8418,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,50
8419,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,1824
8420,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,20079
8421,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Electrical Supplies,2
8422,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Scientific And Technical Supply,360
8423,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,2743
8424,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,50
8425,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,270
8426,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Longevity,100
8427,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Regular Hours,831503
8428,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,2064
8429,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Automobile Allowance,1818
8430,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,7509
8431,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,41354
8432,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,38206
8433,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software Maintenance,1138
8434,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Security Services,18485
8435,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,25813
8436,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,Other Governmental Funds,Special Recreation,Expenses,Labor and Supply Offset,Other Cost Reimbursement - DR,22000
8437,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Cost Reimbursement - CR,-22000
8438,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Central Services Mail Charges,220
8439,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,City Property,Computer Equipment,50
8440,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,Other Governmental Funds,Special Recreation,Revenues,"Charges, Fees, and Services",Other Fees,1000
8441,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,Other Governmental Funds,Special Recreation,Revenues,"Charges, Fees, and Services",Facility Use Fees,15000
8442,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,Other Governmental Funds,Special Recreation,Revenues,"Charges, Fees, and Services",Community Services Fees,50000
8443,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,Other Governmental Funds,Special Recreation,Revenues,Intergovernmental,Miscellaneous Governmental Revenue,4000
8444,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Department Labor Reduction,-30221
8445,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,12278
8446,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,7242
8447,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,12057
8448,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,51553
8449,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,5274
8450,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Services,1799
8451,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,1760
8452,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Personnel Recruitment Advertis,50
8453,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,5000
8454,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,1122
8455,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Fees And Permits,1100
8456,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,-198000
8457,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Cover The Kids,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,-1193723
8458,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Recreation Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,59
8459,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Aquatics,General Funds,General Fund,Expenses,City Property,Vehicle Replacement Charge,26622
8460,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Aquatics,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,42227
8461,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Aquatics,General Funds,General Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,34465
8462,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Park Safety Services,General Funds,General Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,11708
8463,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Park Safety Services,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,1362
8464,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Park Safety Services,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,16037
8465,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Community Recreation Services,General Funds,General Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,3137
8466,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Community Recreation Services,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,3686
8467,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Access Leisure,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,1555
8468,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Access Leisure,General Funds,General Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,3050
8469,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Access Leisure,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,694
8470,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,11172
8471,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,15075
8472,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,543
8473,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,10388
8474,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,11925
8475,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,670
8476,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,88804
8477,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,14738
8478,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,2034
8479,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,5221
8480,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Aquatics,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,-5566
8481,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,-23721
8482,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,-22229
8483,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,Other Governmental Funds,Landscaping and Lighting,Expenses,Labor and Supply Offset,Other Cost Reimbursement - DR,7297
8484,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Cost Reimbursement - CR,-7297
8485,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Teen Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,-623
8486,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Cover The Kids,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,1193723
8487,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Aquatics,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,-83050
8488,2015,FY2014_15,Operating,Parks and Recreation,Recreation Operations Division,Park Safety Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,-79182
8489,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Parking,Parking Fund,Expenses,Employee Services,Annual OPEB Costs,15000
8490,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Storm Drainage,Storm Drainage Fund,Expenses,Employee Services,Annual OPEB Costs,2500
8491,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Water,Water Fund,Expenses,Employee Services,Annual OPEB Costs,19000
8492,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Fleet Management,Fleet Management Fund,Expenses,Employee Services,Annual OPEB Costs,4500
8493,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Workers' Compensation Fund,Worker's Compensation Fund,Expenses,Employee Services,Annual OPEB Costs,6000
8494,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Other Governmental Funds,4th R Program,Expenses,Employee Services,Annual OPEB Costs,8000
8495,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,General Funds,General Fund,Expenses,Employee Services,Annual OPEB Costs,500000
8496,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Community Center,Community Center Fund,Expenses,Employee Services,Annual OPEB Costs,5000
8497,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,General Funds,General Fund,Expenses,Employee Services,OPEB Trust Contribution,-1000000
8498,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Community Center,Community Center Fund,Expenses,Employee Services,Annual OPEB Costs,51300
8499,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Parking,Parking Fund,Expenses,Employee Services,Annual OPEB Costs,66500
8500,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Solid Waste,Solid Waste and Recycling,Expenses,Employee Services,Annual OPEB Costs,492100
8501,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Storm Drainage,Storm Drainage Fund,Expenses,Employee Services,Annual OPEB Costs,206400
8502,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Wastewater,Wastewater Fund,Expenses,Employee Services,Annual OPEB Costs,149400
8503,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Water,Water Fund,Expenses,Employee Services,Annual OPEB Costs,395900
8504,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Fleet Management,Fleet Management Fund,Expenses,Employee Services,Annual OPEB Costs,161200
8505,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Risk Management Fund,Risk Mgmt Fund,Expenses,Employee Services,Annual OPEB Costs,14000
8506,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Workers' Compensation Fund,Worker's Compensation Fund,Expenses,Employee Services,Annual OPEB Costs,9500
8507,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Other Governmental Funds,START Fund,Expenses,Employee Services,Annual OPEB Costs,7400
8508,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Other Governmental Funds,4th R Program,Expenses,Employee Services,Annual OPEB Costs,13000
8509,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Water Planning,Cty/Cnty Office-Water Planning,Expenses,Employee Services,Annual OPEB Costs,1400
8510,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,General Funds,General Fund,Expenses,Employee Services,Annual OPEB Costs,8090900
8511,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,General Funds,General Fund,Expenses,Employee Services,OPEB Trust Contribution,2000000
8512,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Wastewater,Wastewater Fund,Expenses,Employee Services,Amortize SCERS Unfunded Liab,302794
8513,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Water,Water Fund,Expenses,Employee Services,Amortize SCERS Unfunded Liab,638421
8514,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,General Funds,General Fund,Expenses,Employee Services,Amortize SCERS Unfunded Liab,6799508
8515,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Community Center,Community Center Fund,Expenses,Employee Services,Amortize SCERS Unfunded Liab,52899
8516,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Parking,Parking Fund,Expenses,Employee Services,Amortize SCERS Unfunded Liab,111055
8517,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Solid Waste,Solid Waste and Recycling,Expenses,Employee Services,Amortize SCERS Unfunded Liab,1039515
8518,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Storm Drainage,Storm Drainage Fund,Expenses,Employee Services,Amortize SCERS Unfunded Liab,238808
8519,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,Other,Interdepartmental Service Fund,Expenses,Labor and Supply Offset,ICP Reimbursement DR,247796
8520,2015,FY2014_15,Other,Citywide and Community Support,Retired/Transfer Emp Benefit 1530,Retired/Transfer Emp Benef,General Funds,General Fund,Expenses,Labor and Supply Offset,ICP Reimbursement CR,-247796
8521,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,63000
8522,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Revenues,Taxes,Business Operations Taxes,-175000
8523,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,-1267
8524,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Other Services and Supplies,Communication Lines,-1720
8525,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Other Governmental Funds,Sacramento Tourism PBID,Expenses,Labor and Supply Offset,Other Cost Reimbursement - DR,-40000
8526,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,Special Districts,Sac Tourism Marketing District,Expenses,Labor and Supply Offset,Other Cost Reimbursement - DR,103000
8527,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Administration,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Cost Reimbursement - CR,-63000
8528,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,-9503
8529,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,Other Governmental Funds,Transportation Development,Revenues,Intergovernmental,State Gasoline Tax,-12000
8530,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Employee Services,Transportation Allowance,17205
8531,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Data Processing Services,-47505
8532,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,General Funds,General Fund,Expenses,Other Services and Supplies,Clerical Services,-9000
8533,2015,FY2014_15,Support,Finance,Revenue Division,Revenue Services,Other Governmental Funds,Major Street Construction Fund,Revenues,Taxes,Major Street Construction Tax,400000
8534,2015,FY2014_15,Support,Finance,Revenue Division,Enforcement And Collections,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,-58180
8535,2015,FY2014_15,Support,Finance,Revenue Division,Enforcement And Collections,General Funds,General Fund,Expenses,Employee Services,Department Reclasses,-1034
8536,2015,FY2014_15,Support,Finance,Revenue Division,Enforcement And Collections,General Funds,General Fund,Expenses,Other Services and Supplies,Group Benefit Clearing,-5822
8537,2015,FY2014_15,Support,Finance,Revenue Division,Enforcement And Collections,General Funds,General Fund,Expenses,Employee Services,Base Labor Increase,1034
