OBJECTID,Time,budget_year,Group_Section,department,DIVISION,DEPARTMENT_DESCRIPTION,fund_code,FUND_DESCRIPTION,account_type,account_category,ACCOUNT_DESCRIPTION,amount
17692,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,-25000
17693,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Custodial Services,13603
17694,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,9000
17695,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,-3000
17696,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,7000
17697,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Medical Service,2000
17698,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Mechanical Supplies,6141
17699,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Employee Services,EPERC,-7659
17700,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Construction Supplies,706
17701,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Plumbing Supplies,18
17702,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Electrical Supplies,707
17703,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Chemicals,340
17704,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,2000
17705,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,21884
17706,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Towing And Storage Services,2000
17707,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Towing And Storage Services,-2000
17708,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Services,12996
17709,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,2291
17710,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,8181
17711,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Laundry Services,12113
17712,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Laundry Services,-5000
17713,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,35557
17714,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Community Centers,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,10000
17715,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,475
17716,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Land And Buildings,370
17717,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Fees And Permits,3381
17718,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,12391
17719,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,2796
17720,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Vehicle Repair and Maintenance,2598
17721,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software Maintenance,498
17722,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,3037
17723,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Radio Equip M&R-Comm Division,1123
17724,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,2763
17725,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,25000
17726,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Custodial Services,4642
17727,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,2535
17728,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,3000
17729,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Management Consulting,2000
17730,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,4068
17731,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Mechanical Supplies,593
17732,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Construction Supplies,922
17733,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Plumbing Supplies,513
17734,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Electrical Supplies,469
17735,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,750
17736,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Scientific And Technical Supply,2787
17737,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Chemicals,455
17738,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,1116
17739,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Meals,300
17740,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Paint Supplies,177
17741,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,1606
17742,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Lodging,1000
17743,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Personnel Recruitment Advertis,1733
17744,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,1021
17745,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Laundry Services,700
17746,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Laundry Services,5000
17747,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,3371
17748,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Blueprint And Photo,151
17749,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,1054
17750,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Facility Use Fees,95000
17751,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Facility Use Fees,51276
17752,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Employee Services,Overtime,3770
17753,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Employee Services,Regular Hours,261737
17754,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Revenues,Intergovernmental,Miscellaneous Governmental Revenue,12000
17755,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Revenues,Intergovernmental,Miscellaneous Governmental Revenue,5000
17756,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Facility Use Fees,356000
17757,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Revenues,"Charges, Fees, and Services",Community Services Fees,95000
17758,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,3079
17759,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,3000
17760,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,3795
17761,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,2617
17762,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,4187
17763,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,16228
17764,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,1972
17765,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,2733
17766,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,10612
17767,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,10862
17768,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Security Services,640
17769,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,9000
17770,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,900
17771,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,City Property,Computer Equipment,232
17772,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,700
17773,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Labor and Supply Offset,Central Services Mail Charges,1692
17774,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,71395
17775,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Utilities Exp,42197
17776,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Utilities Exp,3000
17777,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Inventory Purchases for Resale,13092
17778,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Inventory Purchases for Resale,2000
17779,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Books & Periodicals,34
17780,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,2309
17781,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,35000
17782,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Fuel,1760
17783,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,450
17784,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Camp Sacramento,General Funds,General Fund,Expenses,Other Services and Supplies,Fees And Permits,15000
17785,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Vehicles,695
17786,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Equipment,500
17787,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software Maintenance,100
17788,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,68447
17789,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Repair And Maintenance Service,5000
17790,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Custodial Services,13300
17791,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Banking And Fiscal Agent Svcs,1500
17792,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,37350
17793,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Technical Services,-27350
17794,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Security Services,19350
17795,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Security Services,-14350
17796,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Professional Services,-56447
17797,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,3500
17798,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Contracted Instructional Svcs,46500
17799,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Other Cost Reimbursement - CR,-378630
17800,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,-50895
17801,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Grant Labor Reimbursement,-3377
17802,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,EPERC,-3098
17803,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Postage,1000
17804,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Scientific And Technical Supply,100
17805,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Safety Equipment,1000
17806,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Meals,23500
17807,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Meals,-22500
17808,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,2750
17809,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Office Supplies,17750
17810,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Services,50
17811,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Other Travel Expenses,50
17812,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Lodging,1000
17813,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Personnel Recruitment Advertis,2500
17814,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Transportation,2350
17815,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Laundry Services,1000
17816,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Telephone,9100
17817,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Printing And Binding,6570
17818,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Cellular Telephone,1000
17819,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,82985
17820,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,Other Governmental Funds,Special Recreation,Revenues,"Charges, Fees, and Services",Facility Use Fees,18000
17821,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,Regular Hours,664384
17822,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,Other Governmental Funds,Special Recreation,Revenues,Miscellaneous Revenue,Gifts and Donations,10000
17823,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,Other Governmental Funds,Special Recreation,Revenues,Intergovernmental,Other Agency Payments,7500
17824,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,Other Governmental Funds,Special Recreation,Revenues,"Charges, Fees, and Services",Community Services Fees,374000
17825,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,5300
17826,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,8547
17827,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,Medicare Insurance,9634
17828,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,Worker's Compensation,15738
17829,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,State Unemployment Insurance,4830
17830,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,Bus Passes,500
17831,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,FICA - OASDI,41192
17832,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,Clothing and Uniforms,500
17833,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,Automobile Allowance,1500
17834,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,Deferred Compensation No 1,4879
17835,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,PERS Retirement,61694
17836,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,-84927
17837,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Measure U Labor Reimbursement,22018
17838,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,City Property,Computer Equipment,1546
17839,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,Other Governmental Funds,Special Recreation,Expenses,Labor and Supply Offset,Other Cost Reimbursement - DR,378630
17840,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,750
17841,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Memberships Licenses and Dues,1250
17842,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Labor and Supply Offset,Central Services Mail Charges,500
17843,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,10900
17844,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Books & Periodicals,1500
17845,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Small Tools And Equipment,1100
17846,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Food - Food Programs,39100
17847,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,Department Labor Reduction,50895
17848,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Employee Services,Department Labor Reduction,3377
17849,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Software,500
17850,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,1250
17851,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Older Adult Services,General Funds,General Fund,Expenses,Other Services and Supplies,Rental Of Land And Buildings,14665
17852,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Night Shift,5000
17853,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Insurance Contribution,8945
17854,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Jury Duty,2000
17855,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,CTO Used,5000
17856,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Holiday,5000
17857,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Sick Leave,5000
17858,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Vacation,5000
17859,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Out Of Class,15000
17860,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Overtime,15000
17861,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Employee Services,Regular Hours,595155
17862,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Computer Supplies,300
17863,2016,FY2015_16,Operating,Parks and Recreation,Recreation Operations Division,Youth Employment Services,General Funds,General Fund,Expenses,Other Services and Supplies,Recreational Supplies,2500
