budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_454010,Personnel Recruitment Advertis,2000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,5750
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_456030,Freight and Delivery,2500
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,1200
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_458020,Meals,2750
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_458030,Lodging,2750
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,2000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461010,Postage,1000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,9400
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461040,Paint Supplies,150
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461050,Mechanical Supplies,5250
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,14500
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461080,Chemicals,205000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461100,Electrical Supplies,250
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461110,Plumbing Supplies,250
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461130,Construction Supplies,1000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,3500
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,-20972
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,1050
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461210,Computer Software,2250
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Energy and Fuel,E_462010,Utilities Exp,475083
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Food,E_463010,Food - Food Programs,14000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,5250
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Objects,E_481040,Purchase Discounts,10
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,-491740
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,654
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,1246
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-269284
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347010,Swimming Pool Fees,84000
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,5000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Salaries,E_411010,Regular Hours,2021571
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Earnings,E_412010,Overtime,84896
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Earnings,E_412060,On Call,5179
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413130,Longevity,700
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,75163
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,73906
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-3940
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,4464
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,38750
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,125337
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,29312
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,36565
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,29302
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,-10000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,5900
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,32952
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434030,Security Services,15000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-1148808
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,483
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Property Services,E_442030,Custodial Services,3500
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,3500
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Property Services,E_443040,Computer Hardware Maintenance,750
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,750
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,138799
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,119231
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-3831
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Employee Benefits,E_413300,Clothing and Uniforms,5000
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,44867
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,10493
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,2730
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,33026
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Labor Adjustments,E_810060,Department Labor Reduction,-5000
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,4950
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Property Services,E_443030,Radio Equip M&R-Comm Division,250
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Property Services,E_443040,Computer Hardware Maintenance,250
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,250
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,250
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,750
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,8500
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,150
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,750
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,3500
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,1000
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,General Supplies,E_461200,Computer Supplies,250
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,General Supplies,E_461210,Computer Software,750
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,250
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Property Accounts,E_474220,Vehicle Accessories,2500
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,3500
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-343928
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-179979
FY17,Revenues,Parks and Recreation,Park Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,-41277
FY17,Revenues,Parks and Recreation,Park Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347040,Facility Use Fees,-308000
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,-254928
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-268806
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Interfund Reimbursement,E_502100,Measure U Labor Reimbursement,-72515
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,36978
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Energy and Fuel,E_462020,Fuel,20704
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,1000
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-4950
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434030,Security Services,3500
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,450
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Purchased Property Services,E_444020,Rental Of Equipment,750
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,-750
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,-3500
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Other Purchased Services,E_453030,Communication Lines,750
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,350
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,3000
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,General Supplies,E_461210,Computer Software,-750
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Food,E_463010,Food - Food Programs,150
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,254928
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,89000
FY17,Revenues,Parks and Recreation,Park Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,41277
FY17,Revenues,Parks and Recreation,Park Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347040,Facility Use Fees,308000
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,254928
FY17,Revenues,Parks and Recreation,Park Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,27000
FY17,Revenues,Parks and Recreation,Park Operations Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,349277
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Salaries,E_411010,Regular Hours,723665
FY17,Expenses,Parks and Recreation,Park Operations Division,,,,General Funds,Earnings,E_412060,On Call,10220
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Salaries,E_411010,Regular Hours,214435
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413130,Longevity,600
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,40814
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,25015
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-1518
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,13294
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,3109
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,2928
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,9852
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,120778
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,9
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-330000
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,253300
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347030,Registration Fees,82479
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347040,Facility Use Fees,41000
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_371310,Concessions,35700
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,330000
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,412479
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,10000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,-9991
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,-9
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,330000
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,-253300
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347030,Registration Fees,-82479
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347040,Facility Use Fees,-41000
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_371310,Concessions,-35700
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,-330000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,3057
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Energy and Fuel,E_462020,Fuel,1164
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,369076
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434040,Medical Service,320
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,10
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Property Services,E_443050,Computer Software Maintenance,564
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Property Services,E_444010,Rental Of Land And Buildings,200
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_453010,Telephone,620
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_453020,Cellular Telephone,2000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_455010,Printing And Binding,2000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_456010,Recreational Services,10
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_458010,Transportation,11500
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Other Purchased Services,E_458040,Other Travel Expenses,500
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461010,Postage,50
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461020,Office Supplies,750
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461070,Safety Equipment,150
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461090,Scientific And Technical Supply,16732
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461150,Recreational Supplies,1100
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,General Supplies,E_461160,Small Tools And Equipment,250
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Food,E_463010,Food - Food Programs,626
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Books and Periodicals,E_464010,Books & Periodicals,75
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Property Accounts,E_474410,Computer Equipment,1500
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Interfund SerProvided,E_501010,Central Services Mail Charges,2000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-25000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Salaries,E_411010,Regular Hours,342481
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Earnings,E_412010,Overtime,10000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413150,Insurance Contribution,20289
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413170,PERS Retirement,29568
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413EPERC,EPERC,-1794
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employee Benefits,E_413190,Deferred Compensation No 1,1415
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,21233
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,4965
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,5404
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,8424
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_431020,Management Consulting,10
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,1000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,100
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,1537
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,25000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,25000
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,25000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,25000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Property Services,E_444030,Rental Of Vehicles,1583
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Energy and Fuel,E_462020,Fuel,1475
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,-25000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,-25000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,10917
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,24931
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Service & Supply Adjustments,E_890070,Department Budget Reduction,-326
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,63145
FY17,Revenues,Parks and Recreation,Recreation Operations Division,,,,General Funds,"Charges, Fees, & Services Accounts",R_347020,Community Services Fees,35000
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Salaries,E_411010,Regular Hours,12039
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415010,FICA - OASDI,746
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415015,Medicare Insurance,174
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,361
FY17,Expenses,Parks and Recreation,Recreation Operations Division,,,,General Funds,Employer Paid Taxes,E_415030,Worker's Compensation,662
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Salaries,E_411010,Regular Hours,4047948
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Earnings,E_412010,Overtime,8500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Earnings,E_412070,Out Of Class,170150
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employee Benefits,E_413130,Longevity,700
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employee Benefits,E_413150,Insurance Contribution,647731
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employee Benefits,E_413170,PERS Retirement,448542
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employee Benefits,E_413EPERC,EPERC,-27223
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employee Benefits,E_413190,Deferred Compensation No 1,4017
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employee Benefits,E_413300,Clothing and Uniforms,30929
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employer Paid Taxes,E_415010,FICA - OASDI,250972
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employer Paid Taxes,E_415015,Medicare Insurance,58695
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employer Paid Taxes,E_415020,State Unemployment Insurance,48539
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Employer Paid Taxes,E_415030,Worker's Compensation,186547
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,12000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,13500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_433030,Engineering And Architectural,250
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,35171
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_434030,Security Services,11160
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_434040,Medical Service,250
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,3500
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_442030,Custodial Services,9273
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Property Services,E_443010,Repair And Maintenance Service,25000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_347100,Tour Fees,5000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,"Charges, Fees, & Services Accounts",R_348010,Other Fees,15000
FY17,Expenses,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Purchased Prof and Tech Svcs,E_431030,Banking And Fiscal Agent Svcs,8000
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Intergovernmental Accounts,R_331010,Federal Government Grants - Op - CatDir,304730
FY17,Revenues,Parks and Recreation,4th R Division,,,,Other Governmental Funds,Intergovernmental Accounts,R_334010,State Government Grants - Op - Ncat,310965
