budget_year,account_type,department,division,org_code,org_description,fund,fund_code,account_category,account_code,account_description,amount
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,26396
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,6173
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,1470
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,43273
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,95304
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,15000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,1000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461050,Mechanical Supplies,35000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,2500
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-11600
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,-8000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461050,Mechanical Supplies,-35000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,319746
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,15066
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Special Districts,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,11600
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,11600
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,1655
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413210,Bus Passes,3600
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,74945
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,17527
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,6090
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,122861
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Labor Adjustments,E_810060,Department Labor Reduction,315000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,1159893
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,75000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453010,Telephone,1000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,8000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461020,Office Supplies,1431
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,10000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474220,Vehicle Accessories,42000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-84000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,-259893
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,-20000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453010,Telephone,-1000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474220,Vehicle Accessories,-42000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,1178200
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,245180
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474230,Vehicle Replacement Charge,960000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Storm Drainage,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,84000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,1208793
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412010,Overtime,253446
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412050,Night Shift,6769
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412070,Out Of Class,5000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413130,Longevity,2300
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,183128
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,83185
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413172,PERS Unfunded,86373
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-8362
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Food,E_463010,Food - Food Programs,500
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Objects,E_481150,Memberships Licenses and Dues,300
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413160,Management Leave Time,8174
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,336537
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,15484
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453010,Telephone,-1000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,7437
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_444030,Rental Of Vehicles,4210
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,5900
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,351025
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412050,Night Shift,500
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412070,Out Of Class,500
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,21926
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,27390
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413172,PERS Unfunded,28440
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-2415
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,8041
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,21763
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,5089
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,840
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,35678
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,500000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_434030,Security Services,15000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_434060,Weed Abatement Services,6000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442030,Custodial Services,6500
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,19516
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_446020,Fees And Permits,85000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453010,Telephone,1000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,1400
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,37
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_458040,Other Travel Expenses,350
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461020,Office Supplies,500
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,1556
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461090,Scientific And Technical Supply,5000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461110,Plumbing Supplies,326
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461160,Small Tools And Equipment,3806
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462010,Utilities Exp,70000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,441148
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412010,Overtime,35000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413130,Longevity,800
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,76956
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,34422
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413172,PERS Unfunded,35741
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-2875
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,1655
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,27351
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,6396
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,1890
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,44838
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,32000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453020,Cellular Telephone,568
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_454030,Other Advertising,277
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,1700
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461050,Mechanical Supplies,78
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461060,Welding Supplies,794
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,7200
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461080,Chemicals,600
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461090,Scientific And Technical Supply,378
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461160,Small Tools And Equipment,10200
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474110,Machinery,17984
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502150,Grant Labor Reimbursement,-144121
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,-32000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,500
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_454030,Other Advertising,-277
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461050,Mechanical Supplies,-78
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,72242
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_444030,Rental Of Vehicles,15515
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,27246
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474230,Vehicle Replacement Charge,145000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,-27978
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_454030,Other Advertising,-3004
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,1513282
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,286433
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Property Accounts,E_474230,Vehicle Replacement Charge,1570000
FY18,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,30000
FY18,Revenues,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,"Charges, Fees, & Services Accounts",R_371030,Utility Services Charges,15335000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,1638923
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412010,Overtime,167000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,289694
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,127885
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413172,PERS Unfunded,132785
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-11620
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413190,Deferred Compensation No 1,3311
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413210,Bus Passes,1300
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,101613
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,23764
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,6300
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,166580
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,5000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,1700000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,52978
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_453020,Cellular Telephone,1120
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_454030,Other Advertising,3004
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_455010,Printing And Binding,22
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Purchased Services,E_456040,Laundry Services,5000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,15000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,165000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,General Funds,Interfund Reimbursement,E_502060,Budgeted Reimbursement - DR,400000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Salaries,E_411010,Regular Hours,381723
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Earnings,E_412010,Overtime,50000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413150,Insurance Contribution,83121
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413170,PERS Retirement,16329
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413172,PERS Unfunded,16955
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employee Benefits,E_413EPERC,EPERC,-579
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415010,FICA - OASDI,23666
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415015,Medicare Insurance,5535
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415020,State Unemployment Insurance,1680
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Employer Paid Taxes,E_415030,Worker's Compensation,38798
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Labor Adjustments,E_810060,Department Labor Reduction,50000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,300
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,150000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,General Supplies,E_461070,Safety Equipment,2000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Other Objects,E_481110,Miscellaneous Expenditures,2000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502010,Other Cost Reimbursement - CR,-100000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Interfund Reimbursement,E_502050,Budgeted Reimbursement - CR,-400000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_442020,Disposal Services,32000
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443010,Repair And Maintenance Service,3500
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Purchased Property Services,E_443070,Vehicle Repair and Maintenance,5607
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Solid Waste,Energy and Fuel,E_462020,Fuel,5775
FY18,Expenses,Public Works,Recycling & Solid Waste Division,,,,Other Governmental Funds,Interfund Reimbursement,E_502020,Other Cost Reimbursement - DR,100000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,General Supplies,E_461150,Recreational Supplies,5000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,General Supplies,E_461200,Computer Supplies,6800
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Books and Periodicals,E_464010,Books & Periodicals,1500
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Other Objects,E_481010,Group Benefit Clearing,3801
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Other Objects,E_481150,Memberships Licenses and Dues,3700
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Property Accounts,E_474410,Computer Equipment,20000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Interfund SerProvided,E_501010,Central Services Mail Charges,2682
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Prof and Tech Svcs,E_433010,Auditing And Accounting Svcs,-5000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Prof and Tech Svcs,E_434030,Security Services,1000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Property Services,E_443010,Repair And Maintenance Service,1000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Property Services,E_443050,Computer Software Maintenance,7000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Property Services,E_444020,Rental Of Equipment,-7000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Other Purchased Services,E_453030,Communication Lines,5000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Other Purchased Services,E_454010,Personnel Recruitment Advertis,2500
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Other Purchased Services,E_455010,Printing And Binding,-4000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Other Purchased Services,E_458030,Lodging,500
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Other Purchased Services,E_458040,Other Travel Expenses,4000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,General Supplies,E_461020,Office Supplies,4000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,General Supplies,E_461130,Construction Supplies,-6000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,General Supplies,E_461200,Computer Supplies,-4000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Other Objects,E_481110,Miscellaneous Expenditures,1000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Property Services,E_444030,Rental Of Vehicles,287
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Service & Supply Adjustments,E_890040,Base Budget Increase,300000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Salaries,E_411010,Regular Hours,832542
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Earnings,E_412010,Overtime,500
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Earnings,E_412070,Out Of Class,1000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employee Benefits,E_413130,Longevity,1000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employee Benefits,E_413150,Insurance Contribution,80281
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employee Benefits,E_413170,PERS Retirement,64963
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employee Benefits,E_413172,PERS Unfunded,67452
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employee Benefits,E_413EPERC,EPERC,-5398
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employee Benefits,E_413190,Deferred Compensation No 1,29724
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employee Benefits,E_413210,Bus Passes,480
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employee Benefits,E_413280,Automobile Allowance,1200
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employer Paid Taxes,E_415010,FICA - OASDI,49081
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employer Paid Taxes,E_415015,Medicare Insurance,12071
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employer Paid Taxes,E_415020,State Unemployment Insurance,1785
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Employer Paid Taxes,E_415030,Worker's Compensation,19739
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Prof and Tech Svcs,E_432010,Contracted Instructional Svcs,1000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Prof and Tech Svcs,E_433010,Auditing And Accounting Svcs,10000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Prof and Tech Svcs,E_433030,Engineering And Architectural,1000
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Prof and Tech Svcs,E_433060,Other Professional Services,87700
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Prof and Tech Svcs,E_434090,Other Technical Services,121065
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Property Services,E_443010,Repair And Maintenance Service,7500
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Property Services,E_443040,Computer Hardware Maintenance,1585
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Property Services,E_443050,Computer Software Maintenance,11286
FY18,Expenses,Convention and Cultural Services,CCS Administration Division,,,,Community Center,Purchased Property Services,E_444020,Rental Of Equipment,12000
